id,Date_received,Product,Sub_product,Issue,Sub_issue,Consumer_complaint_narrative,Company_public_response,Company,State,ZIP_code,Tags,Consumer_consent_provided,Submitted_via,Date_sent_to_company,Company_response_to_consumer,Timely_response,Consumer_disputed,Complaint_ID
49067,2011-12-02,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,BANCO POPULAR DE PUERTO RICO,PR,914,,,Referral,12/7/2011,Closed without relief,Yes,No,3500
49137,2011-12-18,Credit card,,Billing statement,,,,"CITIBANK, N.A.",MT,59801,,,Web,12/21/2011,Closed without relief,No,No,6505
49205,2011-12-03,Credit card,,APR or interest rate,,,,CAPITAL ONE FINANCIAL CORPORATION,IL,60195,,,Web,12/6/2011,Closed without relief,Yes,No,2726
49890,2011-12-01,Credit card,,Customer service / Customer relations,,,,JPMORGAN CHASE & CO.,NY,11030,,,Web,12/1/2011,Closed without relief,Yes,No,2047
50133,2011-12-06,Credit card,,Credit reporting,,,,JPMORGAN CHASE & CO.,TX,75227,,,Web,12/8/2011,Closed without relief,Yes,Yes,67933
50341,2011-12-08,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,NY,14620,,,Web,12/11/2011,Closed without relief,Yes,No,4188
51422,2011-12-05,Credit card,,Collection practices,,,,DISCOVER BANK,MD,21043,,,Referral,12/5/2011,Closed without relief,Yes,No,4451
51957,2011-12-01,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,OCWEN LOAN SERVICING LLC,PA,15210,,,Referral,12/7/2011,Closed without relief,Yes,Yes,3388
52112,2011-12-05,Credit card,,Late fee,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",VA,20165,Older American,,Web,12/6/2011,Closed with relief,Yes,No,3047
52877,2011-12-21,Credit card,,Rewards,,,,JPMORGAN CHASE & CO.,MN,55422,,,Web,12/21/2011,Closed without relief,Yes,No,7406
53200,2011-12-20,Mortgage,FHA mortgage,Loan servicing  payments  escrow account,,,,"CITIBANK, N.A.",DE,19709,,,Web,12/22/2011,Closed with relief,Yes,No,7183
53414,2011-12-07,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,OCWEN LOAN SERVICING LLC,IL,60605,,,Web,12/7/2011,Closed without relief,Yes,No,3472
53624,2011-12-01,Credit card,,Billing disputes,,,,JPMORGAN CHASE & CO.,OH,43207,,,Referral,12/1/2011,Closed with relief,Yes,No,2126
53884,2011-12-27,Credit card,,Identity theft / Fraud / Embezzlement,,,,CAPITAL ONE FINANCIAL CORPORATION,FL,33496,,,Referral,12/28/2011,Closed with relief,Yes,No,8115
54076,2011-12-13,Mortgage,Conventional fixed mortgage,Application  originator  mortgage broker,,,,JPMORGAN CHASE & CO.,CA,93535,,,Phone,12/16/2011,Closed with relief,Yes,No,5399
54301,2011-12-14,Mortgage,Other mortgage,Application  originator  mortgage broker,,,,JPMORGAN CHASE & CO.,NY,10471,,,Referral,12/14/2011,Closed with relief,Yes,No,5820
55218,2011-12-02,Credit card,,Billing disputes,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,10065,,,Referral,12/2/2011,Closed without relief,Yes,No,2463
55466,2011-12-06,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,10990,,,Phone,12/9/2011,Closed without relief,No,Yes,3398
55692,2011-12-16,Mortgage,Home equity loan or line of credit,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,32932,,,Web,12/21/2011,Closed without relief,Yes,No,6283
55697,2011-12-02,Credit card,,Other,,,,"CITIBANK, N.A.",CA,91042,,,Referral,12/7/2011,Closed without relief,Yes,No,2438
55980,2011-12-01,Credit card,,Credit reporting,,,,JPMORGAN CHASE & CO.,CT,6710,,,Referral,12/5/2011,Closed with relief,Yes,No,2074
56482,2011-12-08,Mortgage,VA mortgage,Credit decision / Underwriting,,,,NAVY FEDERAL CREDIT UNION,CA,95969,Servicemember,,Referral,12/8/2011,Closed without relief,Yes,No,3817
57028,2011-12-01,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,MI,49663,,,Phone,12/11/2011,Closed without relief,No,Yes,2139
57246,2011-12-06,Credit card,,Other,,,,PNC Bank N.A.,OH,44107,,,Referral,12/6/2011,Closed with relief,Yes,No,3229
57287,2011-12-14,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"SUNTRUST BANKS, INC.",VA,23836,Servicemember,,Phone,12/19/2011,Closed without relief,Yes,No,5542
57435,2011-12-05,Credit card,,Identity theft / Fraud / Embezzlement,,,,CAPITAL ONE FINANCIAL CORPORATION,FL,32068,,,Referral,12/5/2011,Closed without relief,Yes,No,2853
57654,2011-12-25,Credit card,,Closing/Cancelling account,,,,CAPITAL ONE FINANCIAL CORPORATION,OR,97007,,,Web,12/28/2011,Closed with relief,Yes,Yes,3175
57776,2011-12-28,Credit card,,Collection practices,,,,CAPITAL ONE FINANCIAL CORPORATION,IL,61548,,,Web,1/5/2012,Closed without relief,Yes,No,68469
58477,2011-12-20,Credit card,,Identity theft / Fraud / Embezzlement,,,,CAPITAL ONE FINANCIAL CORPORATION,GA,30213,,,Referral,12/20/2011,Closed with relief,Yes,No,7170
58638,2011-12-21,Mortgage,Other mortgage,Other,,,,"CIT BANK, NATIONAL ASSOCIATION",FL,33433,,,Referral,1/31/2012,Closed without relief,Yes,Yes,7465
58817,2011-12-30,Credit card,,Cash advance fee,,,,DISCOVER BANK,TN,37343,,,Web,1/3/2012,Closed without relief,Yes,No,8844
58972,2011-12-15,Credit card,,Billing statement,,,,"CITIBANK, N.A.",CA,90640,Older American,,Web,12/21/2011,Closed without relief,Yes,No,5893
59699,2011-12-14,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,OH,43213,,,Web,12/16/2011,Closed without relief,Yes,No,5623
61204,2011-12-22,Credit card,,Collection practices,,,,CAPITAL ONE FINANCIAL CORPORATION,KY,40504,,,Web,12/22/2011,Closed without relief,Yes,No,7653
61789,2011-12-14,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,91801,,,Web,12/21/2011,Closed without relief,Yes,No,5777
62053,2011-12-11,Mortgage,FHA mortgage,Settlement process and costs,,,,BANCO POPULAR DE PUERTO RICO,PR,692,,,Web,12/12/2011,Closed without relief,Yes,Yes,4538
62397,2011-12-06,Credit card,,Credit determination,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,94115,,,Web,12/7/2011,Closed without relief,Yes,Yes,66041
62524,2011-12-05,Credit card,,Credit determination,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",TN,37217,,,Referral,1/7/2013,Closed with non-monetary relief,No,No,3017
62572,2011-12-28,Mortgage,Conventional fixed mortgage,Application  originator  mortgage broker,,,,WELLS FARGO & COMPANY,SC,29585,Older American,,Web,12/29/2011,Closed without relief,Yes,Yes,84369
62612,2011-12-01,Credit card,,Cash advance fee,,,,JPMORGAN CHASE & CO.,CA,93546,Older American,,Web,12/1/2011,Closed with relief,Yes,No,2294
63209,2011-12-16,Mortgage,Conventional fixed mortgage,Application  originator  mortgage broker,,,,"CITIBANK, N.A.",MI,48377,,,Web,4/12/2012,Closed without relief,Yes,No,6390
63390,2011-12-19,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,NC,28207,,,Web,12/20/2011,Closed without relief,Yes,Yes,6516
63559,2011-12-21,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",IA,52803,Servicemember,,Web,12/22/2011,Closed without relief,Yes,Yes,7336
63584,2011-12-09,Credit card,,APR or interest rate,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",PA,17554,,,Web,12/12/2011,Closed with relief,Yes,No,4310
64310,2011-12-08,Mortgage,Conventional fixed mortgage,Application  originator  mortgage broker,,,,"SUNTRUST BANKS, INC.",CA,92024,,,Web,12/11/2011,Closed without relief,Yes,No,4203
64615,2011-12-06,Credit card,,Credit reporting,,,,JPMORGAN CHASE & CO.,FL,33140,,,Referral,12/13/2011,Closed without relief,Yes,No,1911
64626,2011-12-28,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92562,,,Web,12/29/2011,Closed without relief,Yes,No,8440
64678,2011-12-08,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,CAPITAL ONE FINANCIAL CORPORATION,TX,78251,Older American,,Web,12/12/2011,Closed with relief,Yes,No,4160
64774,2011-12-08,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"CITIBANK, N.A.",CA,95648,Older American,,Web,12/20/2011,Closed without relief,No,No,3921
65361,2011-12-07,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,M&T BANK CORPORATION,ND,58601,,,Referral,12/7/2011,Untimely response,No,No,3550
65645,2011-12-11,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing  payments  escrow account,,,,"CITIBANK, N.A.",KY,40403,,,Web,12/12/2011,Closed without relief,Yes,No,4595
67045,2011-12-23,Credit card,,Late fee,,,,BARCLAYS BANK DELAWARE,FL,34953,Older American,,Web,12/27/2011,Closed with relief,Yes,No,7858
67897,2011-12-06,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,CAPITAL ONE FINANCIAL CORPORATION,NY,11776,Older American,,Phone,12/9/2011,Closed with relief,Yes,No,3212
68477,2011-12-13,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NC,28470,Older American,,Web,12/19/2011,Closed without relief,Yes,No,5381
68651,2011-12-19,Mortgage,Conventional adjustable mortgage (ARM),Credit decision / Underwriting,,,,TD BANK US HOLDING COMPANY,NH,3064,,,Web,12/20/2011,Closed without relief,Yes,No,6787
68826,2011-12-21,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92591,,,Referral,12/22/2011,Closed without relief,No,No,7463
68860,2011-12-09,Credit card,,Billing statement,,,,SYNCHRONY FINANCIAL,ID,83702,,,Web,12/12/2011,Closed without relief,Yes,No,4405
68944,2011-12-01,Mortgage,Home equity loan or line of credit,Loan servicing  payments  escrow account,,,,JPMORGAN CHASE & CO.,NY,11577,,,Web,12/1/2011,Closed without relief,Yes,No,2118
69943,2011-12-06,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,"FLAGSTAR BANK, FSB",FL,32962,,,Web,12/23/2011,Closed with relief,Yes,No,3370
69978,2011-12-09,Credit card,,Credit card protection / Debt protection,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CO,80236,,,Web,12/19/2011,Untimely response,No,No,4257
70144,2011-12-02,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,HSBC NORTH AMERICA HOLDINGS INC.,NJ,8857,,,Referral,1/25/2012,Closed without relief,Yes,No,3686
70273,2011-12-12,Mortgage,FHA mortgage,Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,OK,74008,,,Phone,12/16/2011,Closed without relief,Yes,No,4892
70328,2011-12-15,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,TX,78660,,,Referral,12/15/2011,Closed without relief,Yes,No,5979
70870,2011-12-09,Credit card,,Closing/Cancelling account,,,,"CITIBANK, N.A.",PA,19123,,,Web,12/10/2011,Closed without relief,Yes,No,4219
71447,2011-12-27,Credit card,,APR or interest rate,,,,BARCLAYS BANK DELAWARE,IL,60045,,,Web,12/27/2011,Closed without relief,Yes,Yes,8058
71457,2011-12-12,Mortgage,Home equity loan or line of credit,Settlement process and costs,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,2492,,,Web,12/14/2011,Closed without relief,Yes,No,4918
71904,2011-12-15,Credit card,,Credit reporting,,,,SYNCHRONY FINANCIAL,OH,43725,,,Postal mail,12/16/2011,Closed without relief,Yes,No,68930
72996,2011-12-16,Credit card,,Application processing delay,,,,AMERICAN EXPRESS COMPANY,CA,92675,,,Web,12/19/2011,Closed without relief,Yes,No,6111
74596,2011-12-13,Mortgage,FHA mortgage,Settlement process and costs,,,,WELLS FARGO & COMPANY,FL,33615,,,Web,12/19/2011,Closed without relief,Yes,Yes,5511
74749,2011-12-06,Credit card,,Identity theft / Fraud / Embezzlement,,,,JPMORGAN CHASE & CO.,MD,21041,,,Referral,12/6/2011,Closed with relief,Yes,Yes,3183
75240,2011-12-01,Credit card,,Other fee,,,,FIFTH THIRD FINANCIAL CORPORATION,FL,32714,,,Referral,12/1/2011,Closed without relief,Yes,No,2197
75462,2011-12-06,Credit card,,Collection debt dispute,,,,CAPITAL ONE FINANCIAL CORPORATION,IL,60402,,,Web,12/9/2011,Closed without relief,Yes,Yes,3223
75918,2011-12-19,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,CA,91775,,,Web,12/21/2011,Closed without relief,Yes,No,6766
76061,2011-12-20,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92104,,,Web,12/21/2011,Closed without relief,Yes,No,6815
77146,2011-12-21,Mortgage,Other mortgage,Credit decision / Underwriting,,,,"CITIBANK, N.A.",NY,11236,,,Referral,12/21/2011,Closed with relief,Yes,No,7402
77312,2011-12-20,Credit card,,Transaction issue,,,,M&T BANK CORPORATION,DE,19711,,,Postal mail,12/22/2011,Closed with relief,No,No,7208
77534,2011-12-16,Credit card,,Credit reporting,,,,PNC Bank N.A.,MI,48336,,,Web,12/20/2011,Closed without relief,Yes,No,72449
77668,2011-12-08,Credit card,,Credit card protection / Debt protection,,,,SYNCHRONY FINANCIAL,FL,33401,,,Web,12/21/2011,Closed with relief,Yes,No,4058
78081,2011-12-12,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"CIT BANK, NATIONAL ASSOCIATION",TX,78669,Servicemember,,Phone,12/15/2011,Closed without relief,Yes,No,5002
78337,2011-12-12,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,91360,,,Web,12/13/2011,Closed without relief,Yes,No,4759
78510,2011-12-12,Credit card,,Identity theft / Fraud / Embezzlement,,,,JPMORGAN CHASE & CO.,NC,27313,,,Referral,12/29/2011,Closed without relief,Yes,No,4801
78539,2011-12-06,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",OH,43201,,,Web,12/8/2011,Closed without relief,Yes,No,3423
79008,2011-12-20,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,NY,12305,,,Phone,12/21/2011,Closed without relief,Yes,No,6924
79618,2011-12-06,Credit card,,Collection debt dispute,,,,CAPITAL ONE FINANCIAL CORPORATION,GA,31523,,,Web,12/8/2011,Closed without relief,Yes,Yes,3280
79627,2011-12-22,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",KY,40601,,,Referral,12/23/2011,Closed without relief,Yes,No,7634
79717,2011-12-05,Credit card,,Credit determination,,,,CAPITAL ONE FINANCIAL CORPORATION,PA,16125,,,Referral,12/5/2011,Closed without relief,Yes,No,2811
79955,2011-12-07,Credit card,,Advertising and marketing,,,,JPMORGAN CHASE & CO.,NJ,7307,,,Web,12/19/2011,Closed with relief,Yes,No,3765
80132,2011-12-30,Credit card,,Collection debt dispute,,,,"CITIBANK, N.A.",FL,34285,,,Phone,1/4/2012,Closed without relief,Yes,No,8905
80515,2011-12-04,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,HSBC NORTH AMERICA HOLDINGS INC.,MO,63042,Servicemember,,Web,12/20/2012,Closed with explanation,Yes,No,2767
81342,2011-12-12,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,"CIT BANK, NATIONAL ASSOCIATION",MA,1867,Older American,,Web,12/12/2011,Closed without relief,No,No,4803
81809,2011-12-23,Mortgage,Other mortgage,Application  originator  mortgage broker,,,,"CITIBANK, N.A.",AZ,85351,Older American,,Web,12/27/2011,Closed with relief,Yes,No,7853
82138,2011-12-21,Mortgage,Conventional adjustable mortgage (ARM),Application  originator  mortgage broker,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CO,80910,Servicemember,,Web,12/22/2011,Closed without relief,Yes,No,7486
82213,2011-12-05,Credit card,,Other,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",PA,18067,,,Web,12/7/2011,Closed with relief,Yes,Yes,3100
82364,2011-12-27,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",VA,22101,,,Web,12/29/2011,Closed without relief,No,Yes,8193
82702,2011-12-14,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,CA,91710,,,Referral,12/15/2011,Closed without relief,Yes,No,5774
82855,2011-12-27,Credit card,,Billing disputes,,,,"STATE FARM BANK, FSB",MT,59404,,,Web,12/28/2011,Closed without relief,No,No,82453
82981,2011-12-06,Credit card,,Other fee,,,,"CITIBANK, N.A.",LA,71302,,,Web,12/9/2011,Closed with relief,Yes,No,410
83044,2011-12-19,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,CA,91752,,,Web,12/21/2011,Closed without relief,Yes,Yes,6669
83313,2011-12-07,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",AK,99709,"Older American, Servicemember",,Web,12/7/2011,Closed without relief,Yes,No,3625
84875,2011-12-01,Credit card,,APR or interest rate,,,,BARCLAYS BANK DELAWARE,OH,44107,,,Web,12/5/2011,Closed without relief,Yes,Yes,2380
86036,2011-12-28,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,11214,,,Web,12/28/2011,Closed without relief,Yes,No,8254
86468,2011-12-24,Credit card,,Closing/Cancelling account,,,,"CITIBANK, N.A.",NC,28409,,,Web,12/28/2011,Closed without relief,Yes,No,7896
86511,2011-12-13,Credit card,,APR or interest rate,,,,JPMORGAN CHASE & CO.,,,,,Referral,12/14/2011,Closed with relief,Yes,No,5761
86589,2011-12-09,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"SUNTRUST BANKS, INC.",TN,37343,,,Referral,12/9/2011,Closed without relief,Yes,No,4399
87176,2011-12-12,Credit card,,Billing disputes,,,,CAPITAL ONE FINANCIAL CORPORATION,NV,89122,,,Web,12/16/2011,Closed without relief,Yes,No,4965
88099,2011-12-21,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,8066,,,Referral,12/21/2011,Closed without relief,Yes,No,7429
88387,2011-12-09,Credit card,,Other,,,,"CITIBANK, N.A.",TX,78258,,,Referral,12/14/2011,Closed without relief,Yes,No,5587
88943,2011-12-20,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92821,,,Referral,12/20/2011,Closed without relief,Yes,No,7083
89024,2011-12-28,Credit card,,Rewards,,,,FIFTH THIRD FINANCIAL CORPORATION,MO,63017,,,Referral,12/30/2011,Closed with relief,Yes,No,8840
89212,2011-12-05,Credit card,,Identity theft / Fraud / Embezzlement,,,,CAPITAL ONE FINANCIAL CORPORATION,CA,91335,,,Web,12/6/2011,Closed with relief,Yes,No,3062
89262,2011-12-29,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,OCWEN LOAN SERVICING LLC,CO,63740,,,Referral,3/23/2012,Closed without relief,Yes,No,8490
89995,2011-12-28,Credit card,,Identity theft / Fraud / Embezzlement,,,,CAPITAL ONE FINANCIAL CORPORATION,FL,33496,,,Referral,12/28/2011,Closed without relief,Yes,No,8229
90343,2011-12-21,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",IA,52214,,,Referral,12/21/2011,Closed without relief,Yes,No,7304
91165,2011-12-19,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"SUNTRUST BANKS, INC.",OR,97218,,,Referral,12/20/2011,Closed without relief,Yes,Yes,7101
91393,2011-12-17,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,JPMORGAN CHASE & CO.,FL,33746,,,Web,12/21/2011,Closed without relief,Yes,No,6451
91420,2011-12-06,Credit card,,Billing disputes,,,,JPMORGAN CHASE & CO.,,,,,Referral,12/5/2011,Closed with relief,Yes,No,3161
91517,2011-12-06,Credit card,,Closing/Cancelling account,,,,AMERICAN EXPRESS COMPANY,CA,94801,,,Web,12/8/2011,Closed without relief,Yes,No,3198
91561,2011-12-07,Credit card,,Other,,,,"CITIBANK, N.A.",DE,19702,,,Referral,12/7/2011,Closed with relief,Yes,No,74090
91663,2011-12-30,Credit card,,Billing disputes,,,,BARCLAYS BANK DELAWARE,GA,30075,,,Web,12/30/2011,Closed with relief,Yes,No,8761
91701,2011-12-13,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92109,,,Web,12/15/2011,Closed without relief,Yes,Yes,5324
92317,2011-12-01,Credit card,,Billing disputes,,,,"CITIBANK, N.A.",VA,22304,,,Referral,12/1/2011,Closed without relief,Yes,Yes,2090
92387,2011-12-12,Mortgage,VA mortgage,Loan servicing  payments  escrow account,,,,"TIAA, FSB",TX,76543,,,Web,12/13/2011,Closed without relief,Yes,No,4752
92628,2011-12-05,Credit card,,Rewards,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,11223,,,Referral,12/5/2011,Closed with relief,Yes,No,2950
